"resource","column_name","data_type","row_count","not_null_proportion","distinct_proportion","distinct_count","is_unique","min","max","avg","median","profiled_at"
stg_tpch_lineitem,ship_mode,varchar,2999671.000000,1.0,0.0000023335892503,7,false,AIR,TRUCK,,RAIL,"2024-05-20 22:12:03.803+02"
stg_tpch_lineitem,line_comment,varchar,2999671.000000,1.0,0.8083756518631543,2424861,false, Tiresias ,zzle? blithely ironi,,ironic notorni,"2024-05-20 22:12:03.803+02"
stg_tpch_nation,nation_id,bigint,25.000000,1.0,1.0,25,true,"0","24",12.0,"12.0","2024-05-20 22:12:03.803+02"
stg_tpch_nation,nation_name,varchar,25.000000,1.0,1.0,25,true,ALGERIA,VIETNAM,,IRAQ,"2024-05-20 22:12:03.803+02"
stg_tpch_nation,region_id,bigint,25.000000,1.0,0.2,5,false,"0","4",2.0,"2.0","2024-05-20 22:12:03.803+02"
stg_tpch_nation,nation_comment,varchar,25.000000,1.0,1.0,25,true, haggle. carefully final deposits detect slyly agai,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,,nic deposits boost atop the quickly final requests? quickly regula,"2024-05-20 22:12:03.803+02"
stg_tpch_orders,order_id,bigint,750000.000000,1.0,1.0,750000,true,"1","3000000",1499991.5,"1500000.5","2024-05-20 22:12:03.803+02"
stg_tpch_orders,customer_id,bigint,750000.000000,1.0,0.066664,49998,false,"1","74999",37491.74979066667,"37478.0","2024-05-20 22:12:03.803+02"
stg_tpch_orders,order_status,varchar,750000.000000,1.0,0.000004,3,false,F,P,,O,"2024-05-20 22:12:03.803+02"
stg_tpch_orders,total_price,double,750000.000000,1.0,0.9878373333333333,740878,false,"834.3","512267.69",146130.20257150618,"139548.31","2024-05-20 22:12:03.803+02"
stg_tpch_orders,order_date,date,750000.000000,1.0,0.003208,2406,false,"1992-01-01","1998-08-02",,"1995-04-20 00:00:00","2024-05-20 22:12:03.803+02"
stg_tpch_orders,order_priority,varchar,750000.000000,1.0,0.0000066666666667,5,false,"1-URGENT","5-LOW",,"3-MEDIUM","2024-05-20 22:12:03.803+02"
stg_tpch_orders,ship_priority,varchar,750000.000000,1.0,0.0013333333333333333,1000,false,Clerk#000000001,Clerk#000001000,,Clerk#000000501,"2024-05-20 22:12:03.803+02"
stg_tpch_orders,clerk,bigint,750000.000000,1.0,0.0000013333333333,1,false,"0","0",0.0,"0.0","2024-05-20 22:12:03.803+02"
stg_tpch_orders,order_comment,varchar,750000.000000,1.0,0.9932653333333333,744949,false, Tiresias about the blithely ironic a,zzle: furiously regular accounts eat furiously.,,ironic packages eat ,"2024-05-20 22:12:03.803+02"
stg_tpch_part,part_id,bigint,100000.000000,1.0,1.0,100000,true,"1","100000",50000.5,"50000.5","2024-05-20 22:12:03.803+02"
stg_tpch_part,part_name,varchar,100000.000000,1.0,1.0,100000,true,almond antique blue royal burnished,yellow white seashell lavender black,,linen coral goldenrod white brown,"2024-05-20 22:12:03.803+02"
stg_tpch_part,manufacturer,varchar,100000.000000,1.0,0.00005,5,false,Manufacturer#1,Manufacturer#5,,Manufacturer#3,"2024-05-20 22:12:03.803+02"
stg_tpch_part,brand,varchar,100000.000000,1.0,0.00025,25,false,Brand#11,Brand#55,,Brand#33,"2024-05-20 22:12:03.803+02"
stg_tpch_part,part_type,varchar,100000.000000,1.0,0.0015,150,false,ECONOMY ANODIZED BRASS,STANDARD POLISHED TIN,,MEDIUM POLISHED TIN,"2024-05-20 22:12:03.803+02"
stg_tpch_part,size,bigint,100000.000000,1.0,0.0005,50,false,"1","50",25.37929,"25.0","2024-05-20 22:12:03.803+02"
stg_tpch_part,container,varchar,100000.000000,1.0,0.0004,40,false,JUMBO BAG,WRAP PKG,,MED CASE,"2024-05-20 22:12:03.803+02"
stg_tpch_part,retail_price,double,100000.000000,1.0,0.10899,10899,false,"901.0","1998.99",1449.4959999999974,"1449.495","2024-05-20 22:12:03.803+02"
stg_tpch_part,part_comment,varchar,100000.000000,1.0,0.73326,73326,false, Tiresia,zzle. quickly si,,ironic r,"2024-05-20 22:12:03.803+02"
stg_tpch_partsupp,part_id,bigint,400000.000000,1.0,0.25,100000,false,"1","100000",50000.5,"50000.5","2024-05-20 22:12:03.803+02"
stg_tpch_partsupp,supplier_id,bigint,400000.000000,1.0,0.0125,5000,false,"1","5000",2500.5,"2500.5","2024-05-20 22:12:03.803+02"
stg_tpch_partsupp,available_quantity,bigint,400000.000000,1.0,0.0249975,9999,false,"1","9999",5000.7487975,"4999.0","2024-05-20 22:12:03.803+02"
stg_tpch_partsupp,supply_cost,double,400000.000000,1.0,0.245205,98082,false,"1.0","1000.0",500.0452831500001,"499.21","2024-05-20 22:12:03.803+02"
stg_tpch_partsupp,partsupp_comment,varchar,400000.000000,1.0,0.9994575,399783,false, Tiresias according to the slyly express accounts wi,"zzle. ironic, regular packages use about the slyly express notornis. furiously final ",,ironic excuses poach fluffily carefully even deposits. quickly express accounts use among the bold deposits. quickly final ideas after the ironic requests wake ,"2024-05-20 22:12:03.803+02"
stg_tpch_region,region_id,bigint,5.000000,1.0,1.0,5,true,"0","4",2.0,"2.0","2024-05-20 22:12:03.803+02"
stg_tpch_region,region_name,varchar,5.000000,1.0,1.0,5,true,AFRICA,MIDDLE EAST,,ASIA,"2024-05-20 22:12:03.803+02"
stg_tpch_region,region_comment,varchar,5.000000,1.0,1.0,5,true,ges. thinly even pinto beans ca,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,,lar deposits. blithely final packages cajole. regular waters are final requests. regular accounts are according to ,"2024-05-20 22:12:03.803+02"
stg_tpch_supplier,supplier_id,bigint,5000.000000,1.0,1.0,5000,true,"1","5000",2500.5,"2500.5","2024-05-20 22:12:03.803+02"
stg_tpch_supplier,supplier_name,varchar,5000.000000,1.0,1.0,5000,true,Supplier#000000001,Supplier#000005000,,Supplier#000002500,"2024-05-20 22:12:03.803+02"
stg_tpch_supplier,supplier_address,varchar,5000.000000,1.0,1.0,5000,true,"  h4Z,AoykWBrD","zzfDhdtZcvmVzA8rNFU,Yctj1zBN",,UskvgZnGOgFRv3O3,"2024-05-20 22:12:03.803+02"
stg_tpch_supplier,nation_id,bigint,5000.000000,1.0,0.005,25,false,"0","24",11.8616,"12.0","2024-05-20 22:12:03.803+02"
stg_tpch_supplier,supplier_phone,varchar,5000.000000,1.0,1.0,5000,true,"10-102-116-6785","34-998-900-4911",,"22-295-616-9440","2024-05-20 22:12:03.803+02"
stg_tpch_supplier,account_balance,double,5000.000000,1.0,0.9976,4988,false,-994.73,"9997.04",4497.711253999996,"4495.525","2024-05-20 22:12:03.803+02"
stg_tpch_supplier,supplier_comment,varchar,5000.000000,1.0,1.0,5000,true, about the blithely express foxes. bli,ys final ideas haggle after the furiously express requ,,ithely unusual waters eat slyly according to the quickly final reques,"2024-05-20 22:12:03.803+02"
