"resource","column_name","data_type","row_count","not_null_proportion","distinct_proportion","distinct_count","is_unique","min","max","avg","median","profiled_at"
stg_tpcds_store_returns,return_amt_inc_tax,"decimal(7,2)",143833.000000,0.9645978322081858,0.6167916959251354,88715,false,"0.00","17565.05",,"416.54","2024-05-27 15:12:45.639+02"
stg_tpcds_store_returns,fee,"decimal(7,2)",143833.000000,0.9650775552202902,0.06918440135434845,9951,false,"0.50","100.00",,"50.27","2024-05-27 15:12:45.639+02"
stg_tpcds_store_returns,return_ship_cost,"decimal(7,2)",143833.000000,0.9646464997601385,0.3952569994368469,56851,false,"0.00","8710.98",,"197.80","2024-05-27 15:12:45.639+02"
stg_tpcds_store_returns,refunded_cash,"decimal(7,2)",143833.000000,0.9644726870745934,0.4630439467994132,66601,false,"0.00","15603.05",,"147.88","2024-05-27 15:12:45.639+02"
stg_tpcds_store_returns,reversed_charge,"decimal(7,2)",143833.000000,0.9650427926831812,0.340144473104225,48924,false,"0.00","10981.28",,"55.91","2024-05-27 15:12:45.639+02"
stg_tpcds_store_returns,store_credit,"decimal(7,2)",143833.000000,0.9651262227722428,0.33766242795464185,48567,false,"0.00","10438.67",,"53.72","2024-05-27 15:12:45.639+02"
stg_tpcds_store_returns,net_loss,"decimal(7,2)",143833.000000,0.9643892569855318,0.547885394867659,78804,false,"1.36","9095.72",,"278.49","2024-05-27 15:12:45.639+02"
stg_tpcds_store_sales,sold_date_sk,integer,1441375.000000,0.9551358945451391,0.0012647645477408724,1823,false,"2450816","2452642",2451777.401415259,"2451802.0","2024-05-27 15:12:45.639+02"
stg_tpcds_store_sales,sold_time_sk,integer,1441375.000000,0.9551844592836701,0.028574104587633337,41186,false,"28800","75599",51729.387242977995,"51019.0","2024-05-27 15:12:45.639+02"
stg_tpcds_store_sales,item_sk,integer,1441375.000000,1.0,0.006244037811117856,9000,false,"1","9000",4501.173258867401,"4501.0","2024-05-27 15:12:45.639+02"
stg_tpcds_store_sales,customer_sk,integer,1441375.000000,0.9551393634550343,0.03152614690833406,45441,false,"1","50000",24959.251162550827,"24976.0","2024-05-27 15:12:45.639+02"
stg_tpcds_store_sales,cdemo_sk,integer,1441375.000000,0.9552122105628307,0.07826623883444628,112811,false,"4","960395",480295.1257623551,"479839.0","2024-05-27 15:12:45.639+02"
stg_tpcds_store_sales,hdemo_sk,integer,1441375.000000,0.9550838608967132,0.004995230248894285,7200,false,"1","7200",3590.2523270527968,"3587.0","2024-05-27 15:12:45.639+02"
stg_tpcds_store_sales,addr_sk,integer,1441375.000000,0.9550699852571329,0.01718567340213338,24771,false,"1","25000",12489.33276648356,"12497.0","2024-05-27 15:12:45.639+02"
stg_tpcds_store_sales,store_sk,integer,1441375.000000,0.9550963489723354,0.000002081345937,3,false,"1","4",2.3356222197040357,"2.0","2024-05-27 15:12:45.639+02"
stg_tpcds_store_sales,promo_sk,integer,1441375.000000,0.9552073540889775,0.000104067296852,150,false,"1","150",75.5058671772181,"75.0","2024-05-27 15:12:45.639+02"
stg_tpcds_store_sales,ticket_number,integer,1441375.000000,1.0,0.08325383748157142,120000,false,"1","120000",59984.19477929061,"59993.0","2024-05-27 15:12:45.639+02"
stg_tpcds_store_sales,quantity,integer,1441375.000000,0.9550068510970428,0.0000693781979013,100,false,"1","100",50.538892557552614,"51.0","2024-05-27 15:12:45.639+02"
stg_tpcds_store_sales,wholesale_cost_cents,"decimal(7,2)",1441375.000000,0.9551192437776429,0.006869135374208655,9901,false,"1.00","100.00",,"50.54","2024-05-27 15:12:45.639+02"
stg_tpcds_store_sales,list_price_cents,"decimal(7,2)",1441375.000000,0.9550762292949441,0.013664036076662908,19695,false,"1.00","200.00",,"72.82","2024-05-27 15:12:45.639+02"
stg_tpcds_store_sales,sales_price_cents,"decimal(7,2)",1441375.000000,0.9549222096956032,0.01257063567773827,18119,false,"0.00","199.56",,"27.61","2024-05-27 15:12:45.639+02"
stg_tpcds_store_sales,ext_discount_amt_cents,"decimal(7,2)",1441375.000000,0.955124100251496,0.09667227473766368,139341,false,"0.00","16848.00",,"0.00","2024-05-27 15:12:45.639+02"
stg_tpcds_store_sales,ext_sales_price_cents,"decimal(7,2)",1441375.000000,0.9549360853351834,0.22606955164339607,325851,false,"0.00","19308.00",,"1042.20","2024-05-27 15:12:45.639+02"
stg_tpcds_store_sales,ext_wholesale_cost_cents,"decimal(7,2)",1441375.000000,0.9550283583383922,0.2350998178822305,338867,false,"1.01","10000.00",,"1923.72","2024-05-27 15:12:45.639+02"
stg_tpcds_store_sales,ext_list_price_cents,"decimal(7,2)",1441375.000000,0.9551310380712861,0.32041626918740784,461840,false,"1.10","19984.00",,"2809.22","2024-05-27 15:12:45.639+02"
stg_tpcds_store_sales,ext_tax_cents,"decimal(7,2)",1441375.000000,0.9551081432659787,0.04641540195993409,66902,false,"0.00","1749.87",,"26.66","2024-05-27 15:12:45.639+02"
stg_tpcds_store_sales,coupon_amt_cents,"decimal(7,2)",1441375.000000,0.9551025930101465,0.0966306478189229,139281,false,"0.00","16848.00",,"0.00","2024-05-27 15:12:45.639+02"
stg_tpcds_store_sales,net_paid_cents,"decimal(7,2)",1441375.000000,0.9551136935218107,0.2462239181337265,354901,false,"0.00","19443.00",,"865.74","2024-05-27 15:12:45.639+02"
stg_tpcds_store_sales,net_paid_inc_tax_cents,"decimal(7,2)",1441375.000000,0.954861850663429,0.3188288960194259,459552,false,"0.00","20669.67",,"904.00","2024-05-27 15:12:45.639+02"
stg_tpcds_store_sales,net_profit_cents,"decimal(7,2)",1441375.000000,0.9550949614083775,0.291708264677825,420461,false,-9853.02,"9407.00",,-374.72,"2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,sold_date_sk,integer,359584.000000,0.9997497107768978,0.005069747263504494,1823,false,"2450816","2452642",2451780.1082883165,"2451805.0","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,sold_time_sk,integer,359584.000000,0.9997524917682655,0.06804807777876658,24469,false,"31","86367",49208.89246025675,"50045.0","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,ship_date_sk,integer,359584.000000,0.9997775206905758,0.005409028210376435,1945,false,"2450818","2452762",2451840.694387267,"2451865.0","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,item_sk,integer,359584.000000,1.0,0.02502892231022515,9000,false,"1","9000",4494.241292716028,"4500.0","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,bill_customer_sk,integer,359584.000000,0.9997524917682655,0.06273082228352764,22557,false,"1","50000",24944.500301812266,"24941.0","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,bill_cdemo_sk,integer,359584.000000,0.999788644656047,0.08213101806531993,29533,false,"18","960286",479367.4197375302,"477027.0","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,bill_hdemo_sk,integer,359584.000000,0.9997663967251046,0.019692199875411587,7081,false,"1","7200",3616.1770848400556,"3631.0","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,bill_addr_sk,integer,359584.000000,0.9997830826733114,0.048469898549434905,17429,false,"1","25000",12530.550405278354,"12530.0","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,ship_customer_sk,integer,359584.000000,0.9997747396992079,0.06254171487051705,22489,false,"4","49997",25160.876026069323,"25247.0","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,ship_cdemo_sk,integer,359584.000000,0.9997636157337367,0.082200542849515,29558,false,"12","960370",481413.38883001066,"484099.0","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,ship_hdemo_sk,integer,359584.000000,0.9997803016819435,0.019697761858147193,7083,false,"1","7200",3627.6643551550046,"3647.0","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,ship_addr_sk,integer,359584.000000,0.9997830826733114,0.048639539022870874,17490,false,"1","25000",12510.28321919523,"12510.0","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,web_page_sk,integer,359584.000000,0.9997580537510011,0.0000834297410341,30,false,"1","30",14.75859882001797,"14.0","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,web_site_sk,integer,359584.000000,0.9997691777164723,0.000041714870517,15,false,"1","15",7.7271523584079045,"8.0","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,ship_mode_sk,integer,359584.000000,0.9997636157337367,0.0000556198273561,20,false,"1","20",10.500563283903432,"10.0","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,warehouse_sk,integer,359584.000000,0.9997663967251046,0.0000055619827356,2,false,"1","2",1.49947983310153,"1.0","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,promo_sk,integer,359584.000000,0.9997524917682655,0.0004171487051704,150,false,"1","150",75.54147067414011,"76.0","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,order_number,integer,359584.000000,1.0,0.08342974103408383,30000,false,"1","30000",15001.297401997865,"14995.0","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,quantity,integer,359584.000000,0.9997469297855299,0.0002780991367803,100,false,"1","100",50.48146417315497,"51.0","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,wholesale_cost,"decimal(7,2)",359584.000000,0.999802549612886,0.027534595532615468,9901,false,"1.00","100.00",,"50.63","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,list_price,"decimal(7,2)",359584.000000,0.9997497107768978,0.07854632019222213,28244,false,"1.04","300.00",,"92.08","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,sales_price,"decimal(7,2)",359584.000000,0.9997636157337367,0.06315075198006585,22708,false,"0.00","299.16",,"35.62","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,ext_discount_amt,"decimal(7,2)",359584.000000,0.9997497107768978,0.5263387692444602,189263,false,"0.00","28498.00",,"1341.36","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,ext_sales_price,"decimal(7,2)",359584.000000,0.9997858636646791,0.526483380795586,189315,false,"0.00","28592.19",,"1349.04","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,ext_wholesale_cost,"decimal(7,2)",359584.000000,0.999760834742369,0.5385222924268043,193644,false,"1.00","9999.00",,"1919.82","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,ext_list_price,"decimal(7,2)",359584.000000,0.9997441487941622,0.6863987274183501,246818,false,"1.23","29471.31",,"3611.09","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,ext_tax,"decimal(7,2)",359584.000000,0.9997719587078402,0.14852162498887603,53406,false,"0.00","2426.59",,"34.48","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,coupon_amt,"decimal(7,2)",359584.000000,0.9997552727596334,0.15647247930942423,56265,false,"0.00","23330.80",,"0.00","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,ext_ship_cost,"decimal(7,2)",359584.000000,0.9997580537510011,0.3939023983269556,141641,false,"0.00","14231.25",,"670.27","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,net_paid,"decimal(7,2)",359584.000000,0.9997775206905758,0.5471322417015217,196740,false,"0.00","28223.91",,"1123.80","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,net_paid_inc_tax,"decimal(7,2)",359584.000000,0.9997497107768978,0.6452845510367535,232034,false,"0.00","30199.58",,"1173.78","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,net_paid_inc_ship,"decimal(7,2)",359584.000000,1.0,0.6578518510278544,236553,false,"0.00","38654.55",,"2118.88","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,net_paid_inc_ship_tax,"decimal(7,2)",359584.000000,1.0,0.7745172198985494,278504,false,"0.00","39731.35",,"2175.74","2024-05-27 15:12:45.639+02"
stg_tpcds_web_sales,net_profit,"decimal(7,2)",359584.000000,1.0,0.6021652798789713,216529,false,-9877.96,"18559.53",,-149.64,"2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,sold_date_sk,integer,720352.000000,0.9950579716583003,0.0025640242548087603,1847,false,"2450815","2452665",2451785.091682106,"2451809.0","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,sold_time_sk,integer,720352.000000,0.9950260428235085,0.06797648927191151,48967,false,"4","86382",49089.956588524336,"49803.0","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,ship_date_sk,integer,720352.000000,0.9950801830216338,0.002691739593976278,1939,false,"2450817","2452755",2451831.1193485563,"2451855.0","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,bill_customer_sk,integer,720352.000000,0.9950940651237173,0.055450668562036336,39944,false,"1","50000",24965.01656905937,"24961.0","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,bill_cdemo_sk,integer,720352.000000,0.9950066078805917,0.10639520678779263,76642,false,"5","960400",480832.4046152451,"482726.0","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,bill_hdemo_sk,integer,720352.000000,0.9951023943849674,0.009995113500066634,7200,false,"1","7200",3597.939198464337,"3599.0","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,bill_addr_sk,integer,720352.000000,0.9950760183910088,0.03334758562480565,24022,false,"1","25000",12507.690406735444,"12493.0","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,ship_customer_sk,integer,720352.000000,0.9949968904091333,0.05540902225578606,39914,false,"1","50000",24934.616644901696,"24914.0","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,ship_cdemo_sk,integer,720352.000000,0.9950066078805917,0.10641325352050109,76655,false,"4","960400",479893.76378957945,"481305.0","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,ship_hdemo_sk,integer,720352.000000,0.9950413131358002,0.009995113500066634,7200,false,"1","7200",3601.647259968191,"3603.0","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,ship_addr_sk,integer,720352.000000,0.9950496423970503,0.033342032783972284,24018,false,"1","25000",12479.831835443214,"12452.0","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,call_center_sk,integer,720352.000000,0.9951135000666341,0.000004164630625,3,false,"1","3",1.7072103365921165,"2.0","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,catalog_page_sk,integer,720352.000000,0.9950760183910088,0.00914552885256097,6588,false,"1","9828",4268.341720551614,"4084.0","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,ship_mode_sk,integer,720352.000000,0.9949732908355915,0.0000277642041669,20,false,"1","20",10.496067562307198,"10.0","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,warehouse_sk,integer,720352.000000,0.995052418817467,0.0000027764204167,2,false,"1","2",1.5000823116458424,"2.0","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,item_sk,integer,720352.000000,1.0,0.012493891875083292,9000,false,"1","9000",4495.503927246679,"4492.0","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,promo_sk,integer,720352.000000,0.9951357114299676,0.0002082315312514,150,false,"1","150",75.54129885275539,"76.0","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,order_number,integer,720352.000000,1.0,0.11105681666740705,80000,false,"1","80000",40012.30103199547,"40008.0","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,quantity,integer,720352.000000,0.9951204411176758,0.0001388210208343,100,false,"1","100",50.47510521917814,"50.0","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,wholesale_cost,"decimal(7,2)",720352.000000,0.9950413131358002,0.013744669272799964,9901,false,"1.00","100.00",,"50.43","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,list_price,"decimal(7,2)",720352.000000,0.9950899004930923,0.04034416507485229,29062,false,"1.01","299.76",,"91.76","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,sales_price,"decimal(7,2)",720352.000000,0.99499966682955,0.03414580649460264,24597,false,"0.00","297.83",,"35.50","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,ext_discount_amt,"decimal(7,2)",720352.000000,0.9949802318866332,0.39064790546843764,281404,false,"0.00","28300.44",,"1336.86","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,ext_sales_price,"decimal(7,2)",720352.000000,0.994938585580383,0.3912295655457332,281823,false,"0.00","28067.92",,"1345.26","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,ext_wholesale_cost,"decimal(7,2)",720352.000000,0.9949621851539248,0.3780096397316867,272300,false,"1.02","9999.00",,"1916.20","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,ext_list_price,"decimal(7,2)",720352.000000,0.9951107236462174,0.5380439007596286,387581,false,"1.27","29976.00",,"3597.34","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,ext_tax,"decimal(7,2)",720352.000000,0.9951343232197593,0.0953964173070943,68719,false,"0.00","2407.23",,"34.38","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,coupon_amt,"decimal(7,2)",720352.000000,0.995194016258718,0.13372490115943317,96329,false,"0.00","24188.55",,"0.00","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,ext_ship_cost,"decimal(7,2)",720352.000000,0.9949705144151748,0.2736217849051575,197104,false,"0.00","13779.78",,"666.50","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,net_paid,"decimal(7,2)",720352.000000,0.9950440895562169,0.412502498778375,297147,false,"0.00","28067.92",,"1120.62","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,net_paid_inc_tax,"decimal(7,2)",720352.000000,0.9950690773399671,0.5078655990404691,365842,false,"0.00","29154.23",,"1170.27","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,net_paid_inc_ship,"decimal(7,2)",720352.000000,1.0,0.5165599595753188,372105,false,"0.00","39650.49",,"2112.80","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,net_paid_inc_ship_tax,"decimal(7,2)",720352.000000,1.0,0.640953311714273,461712,false,"0.00","41670.68",,"2167.78","2024-05-27 15:12:45.639+02"
stg_tpcds_catalog_sales,net_profit,"decimal(7,2)",720352.000000,1.0,0.4674659055572831,336740,false,-9897.03,"18389.26",,-150.36,"2024-05-27 15:12:45.639+02"
stg_tpcds_customer,customer_sk,integer,50000.000000,1.0,1.0,50000,true,"1","50000",25000.5,"25000.5","2024-05-27 15:12:45.639+02"
stg_tpcds_customer,customer_id,varchar,50000.000000,1.0,1.0,50000,true,AAAAAAAAAAABAAAA,AAAAAAAAPPPLAAAA,,AAAAAAAAHPPLAAAA,"2024-05-27 15:12:45.639+02"
stg_tpcds_customer,first_name,varchar,50000.000000,0.96578,0.06822,3411,false,Aaron,Zulema,,Joseph,"2024-05-27 15:12:45.639+02"
stg_tpcds_customer,last_name,varchar,50000.000000,0.96562,0.09544,4772,false,Aaron,Zuniga,,Lamb,"2024-05-27 15:12:45.639+02"
stg_tpcds_customer,email_address,varchar,50000.000000,0.96572,0.96572,48286,false,Aaron.Anderson@0CQ4QUkBY2Q.edu,Zulema.Kearns@2CKD6zONKDq.org,,Joseph.Abel@xPGz.org,"2024-05-27 15:12:45.639+02"
stg_tpcds_customer,preferred_customer_flag,varchar,50000.000000,0.96574,0.00004,2,false,N,Y,,N,"2024-05-27 15:12:45.639+02"
stg_tpcds_customer,birth_country,varchar,50000.000000,0.9663,0.00422,211,false,AFGHANISTAN,ZIMBABWE,,LESOTHO,"2024-05-27 15:12:45.639+02"
stg_tpcds_customer,login,varchar,50000.000000,0.96588,0.00002,1,false,"","",,"","2024-05-27 15:12:45.639+02"
stg_tpcds_customer,last_review_date_sk,integer,50000.000000,0.96612,0.00732,366,false,"2452283","2452648",2452464.787521219,"2452465.0","2024-05-27 15:12:45.639+02"
stg_tpcds_customer,current_cdemo_sk,integer,50000.000000,0.96656,0.94208,47104,false,"4","960392",479838.9120592617,"478766.0","2024-05-27 15:12:45.639+02"
stg_tpcds_customer,current_hdemo_sk,integer,50000.000000,0.96648,0.14386,7193,false,"1","7200",3601.4967097094614,"3605.0","2024-05-27 15:12:45.639+02"
stg_tpcds_customer,current_addr_sk,integer,50000.000000,1.0,0.43192,21596,false,"1","25000",12513.6376,"12539.0","2024-05-27 15:12:45.639+02"
stg_tpcds_customer,first_shipto_date_sk,integer,50000.000000,0.96652,0.07302,3651,false,"2449028","2452678",2450858.6720812814,"2450873.0","2024-05-27 15:12:45.639+02"
stg_tpcds_customer,first_sales_date_sk,integer,50000.000000,0.9643,0.07302,3651,false,"2448998","2452648",2450829.3434200976,"2450844.0","2024-05-27 15:12:45.639+02"
stg_tpcds_customer,birth_day,integer,50000.000000,0.96542,0.00062,31,false,"1","31",15.603157175115493,"16.0","2024-05-27 15:12:45.639+02"
stg_tpcds_customer,birth_month,integer,50000.000000,0.96606,0.00024,12,false,"1","12",6.50301223526489,"7.0","2024-05-27 15:12:45.639+02"
stg_tpcds_customer,birth_year,integer,50000.000000,0.96624,0.00138,69,false,"1924","1992",1958.0085899983442,"1958.0","2024-05-27 15:12:45.639+02"
stg_tpcds_customer,salutation,varchar,50000.000000,0.96582,0.00012,6,false,Dr.,Sir,,Mr.,"2024-05-27 15:12:45.639+02"
stg_tpcds_customer_demographics,demo_sk,integer,960400.000000,1.0,1.0,960400,true,"1","960400",480200.5,"480200.5","2024-05-27 15:12:45.639+02"
stg_tpcds_customer_demographics,gender,varchar,960400.000000,1.0,0.0000020824656393,2,false,F,M,,F,"2024-05-27 15:12:45.639+02"
stg_tpcds_customer_demographics,marital_status,varchar,960400.000000,1.0,0.0000052061640983,5,false,D,W,,S,"2024-05-27 15:12:45.639+02"
stg_tpcds_customer_demographics,education_status,varchar,960400.000000,1.0,0.0000072886297376,7,false,"2 yr Degree",Unknown,,College,"2024-05-27 15:12:45.639+02"
stg_tpcds_customer_demographics,purchase_estimate,integer,960400.000000,1.0,0.0000208246563932,20,false,"500","10000",5250.0,"5250.0","2024-05-27 15:12:45.639+02"
stg_tpcds_customer_demographics,credit_rating,varchar,960400.000000,1.0,0.0000041649312786,4,false,Good,Unknown,,High Risk,"2024-05-27 15:12:45.639+02"
stg_tpcds_customer_demographics,dep_count,integer,960400.000000,1.0,0.0000072886297376,7,false,"0","6",2.9650145772594754,"3.0","2024-05-27 15:12:45.639+02"
stg_tpcds_customer_demographics,dep_employed_count,integer,960400.000000,1.0,0.0000072886297376,7,false,"0","6",2.7551020408163267,"3.0","2024-05-27 15:12:45.639+02"
stg_tpcds_customer_demographics,dep_college_count,integer,960400.000000,1.0,0.0000041649312786,4,false,"0","3",1.2857142857142858,"1.0","2024-05-27 15:12:45.639+02"
