"resource","column_name","data_type","row_count","not_null_proportion","distinct_proportion","distinct_count","is_unique","min","max","avg","median","profiled_at"
mart_customers,total_order_value,double,13290252.000000,0.9981187715627966,0.05513040685759758,732697,false,"908.0","512736.98999999993",147957.82317616188,"141377.59999999998","2024-05-13 05:08:14.848+02"
mart_customers,average_item_value,double,13290252.000000,0.9981187715627966,0.05512182914214117,732583,false,"908.0","99649.5",36995.67090092499,"36597.409999999996","2024-05-13 05:08:14.848+02"
mart_customers,first_order_date,date,13290252.000000,0.9981187715627966,0.0000973645947421,1294,false,"1992-01-01","1998-07-25",,"1992-03-26 00:00:00","2024-05-13 05:08:14.848+02"
mart_customers,latest_order_date,date,13290252.000000,0.9981187715627966,0.0000948815718468,1261,false,"1992-04-15","1998-08-02",,"1998-05-10 00:00:00","2024-05-13 05:08:14.848+02"
mart_customers,total_orders,bigint,13290252.000000,0.9981187715627966,0.0000029344816035,39,false,"1","41",19.89953299033188,"20.0","2024-05-13 05:08:14.848+02"
mart_customers,total_lineitems_per_customer,hugeint,13290252.000000,0.9981187715627966,0.0000120388988862,160,false,"1","164",,"80.0","2024-05-13 05:08:14.848+02"
mart_customers,total_quantity_ordered_per_customer,hugeint,13290252.000000,0.9981187715627966,0.0002545474683249,3383,false,"5","4475",,"2052.0","2024-05-13 05:08:14.848+02"
mart_customers,total_order_value_per_customer,double,13290252.000000,0.9981187715627966,0.003761704443226509,49994,false,"8839.05","6383280.18",2945371.767614432,"2971021.62","2024-05-13 05:08:14.848+02"
mart_customers,average_item_value_per_order,double,13290252.000000,0.9981187715627966,0.003693458935165413,49087,false,"8839.05","69513.76",36995.67089965104,"36952.5","2024-05-13 05:08:14.848+02"
mart_customers,ordering_frequency,varchar,13290252.000000,0.9981187715627966,0.0000003009724722,4,false,Frequent,Regular,,Frequent,"2024-05-13 05:08:14.848+02"
mart_customers,order_value_bracket,varchar,13290252.000000,0.9981187715627966,0.0000002257293541,3,false,High-value,Mid-value,,High-value,"2024-05-13 05:08:14.848+02"
mart_customers_orders_suppliers,customer_id,bigint,49634.000000,1.0,0.06717169682072772,3334,false,"1","5000",2498.2801507031472,"2500.0","2024-05-13 05:08:14.848+02"
mart_customers_orders_suppliers,customer_name,varchar,49634.000000,1.0,0.06717169682072772,3334,false,Customer#000000001,Customer#000005000,,Customer#000002500,"2024-05-13 05:08:14.848+02"
mart_customers_orders_suppliers,order_id,bigint,49634.000000,1.0,1.0,49634,true,"71","2999973",1501326.7741669018,"1502611.0","2024-05-13 05:08:14.848+02"
mart_customers_orders_suppliers,order_status,varchar,49634.000000,1.0,0.0000604424386509,3,false,F,P,,O,"2024-05-13 05:08:14.848+02"
mart_customers_orders_suppliers,total_price,double,49634.000000,1.0,0.9989926260224846,49584,false,"834.3","465809.66",146073.22261292706,"139834.62","2024-05-13 05:08:14.848+02"
mart_customers_orders_suppliers,order_date,date,49634.000000,1.0,0.04847483579804167,2406,false,"1992-01-01","1998-08-02",,"1995-04-27 00:00:00","2024-05-13 05:08:14.848+02"
mart_customers_orders_suppliers,order_priority,varchar,49634.000000,1.0,0.0001007373977515,5,false,"1-URGENT","5-LOW",,"3-MEDIUM","2024-05-13 05:08:14.848+02"
mart_customers_orders_suppliers,total_extended_price,double,49634.000000,1.0,0.9982471692791232,49547,false,"927.01","467988.25",147852.43676128998,"141596.015","2024-05-13 05:08:14.848+02"
mart_customers_orders_suppliers,total_discount_price,double,49634.000000,1.0,0.9998388201635975,49626,false,"834.309","444911.2964",140471.19550985884,"134578.98815","2024-05-13 05:08:14.848+02"
mart_customers_orders_suppliers,total_tax_price,double,49634.000000,1.0,0.9998589676431479,49627,false,"927.01","487892.2052",153749.32793995415,"147164.01815","2024-05-13 05:08:14.848+02"
mart_customers_orders_suppliers,earliest_ship_date,date,49634.000000,1.0,0.05036869887577064,2500,false,"1992-01-02","1998-11-23",,"1995-05-26 00:00:00","2024-05-13 05:08:14.848+02"
mart_customers_orders_suppliers,total_line_items,bigint,49634.000000,1.0,0.0001410323568522,7,false,"1","7",3.995627996937583,"4.0","2024-05-13 05:08:14.848+02"
mart_customers_orders_suppliers,supplier_id,bigint,49634.000000,1.0,0.06717169682072772,3334,false,"1","5000",2498.2801507031472,"2500.0","2024-05-13 05:08:14.848+02"
mart_customers_orders_suppliers,supplier_name,varchar,49634.000000,1.0,0.06717169682072772,3334,false,Supplier#000000001,Supplier#000005000,,Supplier#000002500,"2024-05-13 05:08:14.848+02"
mart_customers_orders_suppliers,supplier_account_balance,double,49634.000000,1.0,0.06705081194342588,3328,false,-994.73,"9997.04",4481.630033646331,"4581.8","2024-05-13 05:08:14.848+02"
mart_customers_orders_suppliers,supplier_nation_name,varchar,49634.000000,1.0,0.0005036869887577,25,false,ALGERIA,VIETNAM,,IRAQ,"2024-05-13 05:08:14.848+02"
mart_orders,order_id,bigint,2999671.000000,1.0,0.25002741967369085,750000,false,"1","3000000",1499746.8740265183,"1500257.0","2024-05-13 05:08:14.848+02"
mart_orders,customer_id,bigint,2999671.000000,1.0,0.016667827905126928,49998,false,"1","74999",37519.89331663372,"37520.0","2024-05-13 05:08:14.848+02"
mart_orders,order_status,varchar,2999671.000000,1.0,0.0000010001096787,3,false,F,P,,O,"2024-05-13 05:08:14.848+02"
mart_orders,order_total_price,double,2999671.000000,1.0,0.24698641951067302,740878,false,"834.3","512267.69",182663.37943246157,"183162.35","2024-05-13 05:08:14.848+02"
mart_orders,order_date,date,2999671.000000,1.0,0.0008020879623132,2406,false,"1992-01-01","1998-08-02",,"1995-04-19 00:00:00","2024-05-13 05:08:14.848+02"
mart_orders,order_priority,varchar,2999671.000000,1.0,0.0000016668494645,5,false,"1-URGENT","5-LOW",,"3-MEDIUM","2024-05-13 05:08:14.848+02"
mart_orders,customer_name,varchar,2999671.000000,1.0,0.016667827905126928,49998,false,Customer#000000001,Customer#000074999,,Customer#000037520,"2024-05-13 05:08:14.848+02"
mart_orders,customer_account_balance,double,2999671.000000,1.0,0.01627745176054307,48827,false,-999.98,"9999.99",4484.263811657823,"4449.58","2024-05-13 05:08:14.848+02"
mart_orders,customer_nation,varchar,2999671.000000,1.0,0.0000083342473225,25,false,ALGERIA,VIETNAM,,IRAQ,"2024-05-13 05:08:14.848+02"
mart_orders,customer_region_id,bigint,2999671.000000,1.0,0.0000016668494645,5,false,"0","4",1.9992645860162666,"2.0","2024-05-13 05:08:14.848+02"
mart_orders,market_segment,varchar,2999671.000000,1.0,0.0000016668494645,5,false,AUTOMOBILE,MACHINERY,,FURNITURE,"2024-05-13 05:08:14.848+02"
mart_orders,supplier_id,bigint,2999671.000000,1.0,0.0016668494644912725,5000,false,"1","5000",2500.0124050270847,"2501.0","2024-05-13 05:08:14.848+02"
mart_orders,supplier_name,varchar,2999671.000000,1.0,0.0016668494644912725,5000,false,Supplier#000000001,Supplier#000005000,,Supplier#000002501,"2024-05-13 05:08:14.848+02"
mart_orders,supplier_nation,varchar,2999671.000000,1.0,0.0000083342473225,25,false,ALGERIA,VIETNAM,,IRAQ,"2024-05-13 05:08:14.848+02"
mart_orders,supplier_region_id,bigint,2999671.000000,1.0,0.0000016668494645,5,false,"0","4",1.991203035266201,"2.0","2024-05-13 05:08:14.848+02"
mart_orders,supplier_account_balance,double,2999671.000000,1.0,0.0016628490257764935,4988,false,-994.73,"9997.04",4500.378673371152,"4506.06","2024-05-13 05:08:14.848+02"
mart_orders,lineitem_quantity,bigint,2999671.000000,1.0,0.0000166684946449,50,false,"1","50",25.509544880088516,"26.0","2024-05-13 05:08:14.848+02"
mart_orders,lineitem_extended_price,double,2999671.000000,1.0,0.16536913548185783,496053,false,"901.0","99949.5",36979.9674763031,"35448.4","2024-05-13 05:08:14.848+02"
mart_orders,lineitem_discount,double,2999671.000000,1.0,0.0000036670688219,11,false,"0.0","0.1",0.05001356482086044,"0.05","2024-05-13 05:08:14.848+02"
mart_orders,lineitem_tax,double,2999671.000000,1.0,0.0000030003290361,9,false,"0.0","0.08",0.04001306143246406,"0.04","2024-05-13 05:08:14.848+02"
